StudentNumber,Gender,Year,Semester,CourseCode,LetterGrade,TotalGrade,GradeonDiscussionForumAccumulatedpoints,GradeonDiscussionLeader,GradeonAssignment1,GradeonAssignment2,GradeonFinalPaper,TotalTimeStudentsspentinCourseonSundays,TotalTimeStudentsspentinCourseonMondays,TotalTimeStudentsspentinCourseonTuesdays,TotalTimeStudentsspentinCourseonWednesdays,TotalTimeStudentsspentinCourseonThursdays,TotalTimeStudentsspentinCourseonFridays,TotalTimeStudentsspentinCourseonSaturdays,TotalTimeStudentsspentinCourseinHours,AverageTimeinCourseinHours,TotalLogins,TotalitemsAccessed,TotaltimespentonAssignment1inHours,NumberofTimesAssignment1Accessed,TotaltimespentonAssignment2inHours,NumberofTimesAssignment2Accessed,TotaltimespentonAssignmentscontentfolderinHours,NumberofTimesAssignmentscontentfolderAccessed,TotaltimespentonFinalPaperinHours,NumberofTimesFinalPaperAccessed,TotaltimespentonReadingfortheCourse,NumberofTimesReadingforthecourseAccessed,TotaltimespentonWeek1Readingsinhrs,NumberofTimesWeek1RdgsAccessed,TotaltimespentonWeek2Readingsinhrs,NumberofTimesWeek2RdgsAccessed,TotaltimespentonWeek3Readingsinhrs,NumberofTimesWeek3RdgsAccessed,TotaltimespentonWeek4Readingsinhrs,NumberofTimesWeek4RdgsAccessed,TotaltimespentonWeek5Readingsinhrs,NumberofTimesWeek5RdgsAccessed,TotaltimespentonWeek6Readingsinhrs,NumberofTimesWeek6RdgsAccessed,TotaltimespentonWeek7Readingsinhrs,NumberofTimesWeek7RdgsAccessed,TotaltimespentonWeek8Readingsinhrs,NumberofTimesWeek8RdgsAccessed,TotaltimespentonWeek9Readingsinhrs,NumberofTimesWeek9RdgsAccessed,TotaltimespentonWeek10Readingsinhrs,NumberofTimesWeek10RdgsAccessed,TotaltimespentonSyllabusinhrs,NumberofTimesSyllabusAccessed,TotaltimespentonWeeklyContentinhrs,NumberofTimesWeeklyContentAccessed,TotaltimespentonWeeklyContentforWeeks9and10,NumberofTimesWeeklycontentwk9andwk10Accessed,TotalHitsonContentAreaApp,TotalHitsinsideContentAreas,HitsonContent,HitsonInformation,HitsonBboardHelp,HitsonAssignment,HitsonCourseResources,HitsonQuiz,HitsonSyllabus,HitsonDocuments,HitsonReadings,Hitsonbooks,HitsonEReserves,HitsonFinalPaper,HitsonMessages,HitsonFirstSteps,HitsonRoster,hitsonParticipation,HitsonSubmittingWork,HitsonWebLinksampother,HitsonTasks,HitsonWebSitesampother,HitsonStaffInformation,HitsonToolsAreaApp,TotalHitsonMyGradesApp,TotalHitsonAnnouncementApp,TotalHitsonDBApp,DBDiscussionLeaderSignupboardMFhits,DBGeneralQuestionsMFhits,DBIntroductionMFhits,DBWaterCoolerMFHits,DBWeek1MFhits,DBWeek2MFhits,DBWeek3MFhits,DBWeek4MFhits,DBWeek5MFhits,DBWeek6MFhits,DBWeek7MFhits,DBWeek8MFhits,DBWeek9MFhits,DBWeek10MFhits,TotalDBMFhits,DBDiscussionLeaderSignupboardNumberofposts,DBGeneralQuestionsNumberofposts,DBIntroductionNumberofposts,DBWaterCoolerNumberofposts,DBWeek1Numberofposts,DBWeek2Numberofposts,DBWeek3Numberofposts,DBWeek4Numberofposts,DBWeek5Numberofposts,DBWeek6Numberofposts,DBWeek7Numberofposts,DBWeek8Numberofposts,DBWeek9Numberofposts,DBWeek10Numberofposts,TotalNumberofDBposts,logtotaltimestudentspentincourse,ReflectlogGrades,LogGradeonDiscussLeader,sqrtgradeonasgnmt1,Loggradeonasgnmt2,LogTotalHitsonContentAreaApp,LogTotalHitsinsideContentAreas,loghitsonassignment,logthitsoncourseresources,loghitsonquiz,loghitsonsyllabus,loghitsondocuments,sqrthitsonweblinksandothers,LogHitsonWebsitesandOthers,SqrtHitsonStaffInformation,SqrtHitsonToolsAreaApp,SqrtTotalHitsonMyGradesApp,LogTotalHitsonAnnouncementApp,LogTotalHitsonDBApp,InvDB?GeneralQuestionsMFhits,SqrtDBIntroMFhits,LogDBWaterCoolerMFhits,LogDBWeek1MFhits,LogDBWeek2MFhits,LogDBWeek3MFhits,LogDBWeek4MFhits,LogDBWeek5MFhits,LogDBWeek6MFhits,LogDBWeek7MFhits,LogDBWeek8MFhits,LogDBWeek9MFhits,LogDBWeek10MFhits,LogTotalDBMFhits,InvDBGeneralQuestionsNumberofposts,InvDBWaterCoolerNumberofposts,LogDBIntroductionNumberofposts,LogDBWk1NumberofPosts,LogDBWk2NumberofPosts,LogDBWk3NumberofPosts,LogDBWeek4Numberofposts,LogDBWeek5Numberofposts,LogDBWeek6Numberofposts,LogDBWeek7Numberofposts,LogDBWeek8Numberofposts,LogDBWeek9Numberofposts,LogDBWeek10Numberofposts,LogTotalNumberofDBposts,StudentDuplicateCases
229,2,2014,Fall,9,A,99,39.25,10,10,10,30,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,38,38,0,0,0,30,#NULL!,#NULL!,2,#NULL!,#NULL!,0,1,5,#NULL!,0,#NULL!,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,95,809,0,0,2,3,16,13,12,7,11,3,10,12,11,6,106,#NULL!,0,2,3,16,13,12,7,11,3,10,12,11,6,106,#NULL!,0.35,0.98,3.16,1,1.58,1.58,1.48,#NULL!,#NULL!,0.3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.98,2.91,#NULL!,1.41,0.48,1.2,1.11,1.08,0.85,1.04,0.48,1,1.08,1.04,0.78,2.03,#NULL!,0.33,0.3,1.2,1.11,1.08,0.85,1.04,0.48,0,1.08,1.04,0.78,2.03,1
230,2,2014,Fall,9,A,99,39,10,10,10,30,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,92,92,0,0,0,42,#NULL!,#NULL!,6,#NULL!,#NULL!,4,3,14,#NULL!,14,#NULL!,7,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,90,715,0,0,6,0,17,15,10,8,13,9,9,9,8,3,107,#NULL!,0,6,0,17,15,10,8,13,9,9,9,8,3,107,#NULL!,0.4,1,3.08,1,1.96,1.96,1.62,#NULL!,#NULL!,0.78,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.95,2.85,#NULL!,2.45,#NULL!,1.23,1.18,1,0.9,1.11,0.95,0.95,0.95,0.9,0.48,2.03,#NULL!,#NULL!,0.78,1.23,1.18,1,0.9,1.11,0.95,-0.02,0.95,0.9,0.48,2.03,1
231,2,2014,Fall,9,A,94,36.75,10,10,10,28,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,125,126,0,0,0,39,#NULL!,#NULL!,31,#NULL!,#NULL!,1,8,15,#NULL!,19,#NULL!,10,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,138,514,0,0,1,0,3,6,5,5,5,6,5,6,4,4,50,#NULL!,0,1,0,3,6,5,5,5,6,5,6,4,4,50,#NULL!,0.83,1,3.08,1,2.1,2.1,1.59,#NULL!,#NULL!,1.49,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.14,2.71,#NULL!,1,#NULL!,0.48,0.78,0.7,0.7,0.7,0.78,0.7,0.78,0.6,0.6,1.7,#NULL!,#NULL!,0,0.48,0.78,0.7,0.7,0.7,0.78,-0.16,0.78,0.6,0.6,1.7,1
232,1,2014,Fall,9,A,100,39.5,10,10,10,30,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,60,60,0,0,2,34,#NULL!,#NULL!,0,#NULL!,#NULL!,0,3,14,#NULL!,5,#NULL!,2,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,150,993,0,1,4,0,7,7,7,8,7,4,9,10,7,10,81,#NULL!,1,4,0,7,7,7,8,7,4,9,10,7,10,81,#NULL!,0.18,1,3.16,1,1.78,1.78,1.53,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.18,3,1,2,#NULL!,0.85,0.85,0.85,0.9,0.85,0.6,0.95,1,0.85,1,1.91,1,#NULL!,0.6,0.85,0.85,0.85,0.9,0.85,0.6,-0.02,1,0.85,1,1.91,1
233,2,2014,Fall,9,A-,91,36,9,10,10,26,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,78,78,0,0,0,43,#NULL!,#NULL!,3,#NULL!,#NULL!,4,5,12,#NULL!,5,#NULL!,5,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,48,189,0,0,1,0,4,2,5,5,10,4,6,4,5,6,52,#NULL!,0,1,0,4,2,5,5,10,4,6,4,5,6,52,#NULL!,1.02,0.95,3.16,0.98,1.89,1.89,1.63,#NULL!,#NULL!,0.48,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.68,2.28,#NULL!,1,#NULL!,0.6,0.3,0.7,0.7,1,0.6,0.78,0.6,0.7,0.78,1.72,#NULL!,#NULL!,0,0.6,0.3,0.7,0.7,1,0.6,-0.11,0.6,0.7,0.78,1.72,1
236,2,2014,Fall,9,A,98,40,10,10,10,28,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,77,78,0,0,0,19,#NULL!,#NULL!,9,#NULL!,#NULL!,4,4,17,#NULL!,10,#NULL!,7,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,911,3651,0,1,16,0,29,25,24,14,18,22,19,18,14,15,215,#NULL!,1,16,0,29,25,24,14,18,22,19,18,14,15,215,#NULL!,0.48,1,3.16,1,1.89,1.89,1.28,#NULL!,#NULL!,0.95,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.96,3.56,1,4,#NULL!,1.46,1.4,1.38,1.15,1.26,1.34,1.28,1.26,1.15,1.18,2.33,1,#NULL!,1.2,1.46,1.4,1.38,1.15,1.26,1.34,0.11,1.26,1.15,1.18,2.33,1
237,1,2014,Fall,9,F,1,1,0,0,0,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,21,21,0,0,0,8,#NULL!,#NULL!,6,#NULL!,#NULL!,0,0,1,#NULL!,2,#NULL!,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,11,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,#NULL!,0,1,0,0,0,0,0,0,0,0,0,0,0,1,#NULL!,2,#NULL!,0,#NULL!,1.32,1.32,0.9,#NULL!,#NULL!,0.78,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.04,1.15,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,#NULL!,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,1
238,1,2014,Fall,9,A,100,40,10,10,10,30,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,45,45,0,0,0,24,#NULL!,#NULL!,3,#NULL!,#NULL!,1,2,12,#NULL!,2,#NULL!,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,159,1045,0,1,7,2,19,16,15,15,15,10,16,16,17,10,159,#NULL!,1,7,2,19,16,15,15,10,16,16,16,17,10,159,#NULL!,0.18,1,3.08,1,1.65,1.65,1.38,#NULL!,#NULL!,0.48,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.2,3.02,1,2.65,0.3,1.28,1.2,1.18,1.18,1.18,1,1.2,1.2,1.23,1,2.2,1,0.5,0.85,1.28,1.2,1.18,1.18,1.18,1.2,0.08,1.2,1.23,1,2.2,1
239,1,2014,Fall,10,,92,34.5,#NULL!,4,18,35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,47,51,0,0,#NULL!,18,7,#NULL!,26,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,87,455,0,0,2,0,8,6,8,7,7,7,5,5,0,#NULL!,55,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.98,#NULL!,2,1.26,1.67,1.71,1.26,0.85,#NULL!,1.41,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.94,2.66,#NULL!,1.41,#NULL!,0.9,0.78,0.9,0.85,0.85,0.85,0.7,0.7,#NULL!,#NULL!,1.74,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.85,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
242,2,2014,Fall,10,,95,36,#NULL!,4,18,37,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,18,23,0,0,#NULL!,16,3,#NULL!,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,104,484,0,0,0,0,8,7,7,6,2,6,8,6,6,#NULL!,56,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.78,#NULL!,2,1.26,1.26,1.36,1.2,0.48,#NULL!,0.6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.02,2.68,#NULL!,0,#NULL!,0.9,0.85,0.85,0.78,0.3,0.78,0.9,0.78,0.78,#NULL!,1.75,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
243,1,2014,Fall,10,,90,33.5,#NULL!,4,17,35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,29,32,0,0,#NULL!,18,7,#NULL!,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,118,555,0,0,0,0,2,8,6,6,3,6,4,6,6,#NULL!,47,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,1.06,#NULL!,2,1.23,1.46,1.51,1.26,0.85,#NULL!,0.85,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.07,2.74,#NULL!,0,#NULL!,0.3,0.9,0.78,0.78,0.48,0.78,0.6,0.78,0.78,#NULL!,1.67,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.48,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
244,2,2014,Fall,10,,95,35.5,#NULL!,4,20,35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,12,15,0,0,#NULL!,11,0,#NULL!,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,84,520,0,0,1,1,10,0,9,7,7,6,7,7,6,#NULL!,61,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.81,#NULL!,2,1.3,1.08,1.18,1.04,#NULL!,#NULL!,0.6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.92,2.72,#NULL!,1,0,1,#NULL!,0.95,0.85,0.85,0.78,0.85,0.85,0.78,#NULL!,1.79,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.85,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
245,2,2014,Fall,10,,89,30.5,#NULL!,4,18,36,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,14,16,0,0,#NULL!,12,3,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,50,197,0,0,1,0,7,8,6,7,9,6,5,6,0,#NULL!,55,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,1.1,#NULL!,2,1.26,1.15,1.2,1.08,0.48,#NULL!,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.7,2.29,#NULL!,1,#NULL!,0.85,0.9,0.78,0.85,0.95,0.78,0.7,0.78,#NULL!,#NULL!,1.74,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.95,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
246,2,2014,Fall,10,,91,33.25,#NULL!,4,19,35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,73,75,0,0,#NULL!,37,12,#NULL!,26,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,191,1085,0,0,1,0,6,8,6,6,9,6,6,7,0,#NULL!,55,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,0.99,#NULL!,2,1.28,1.86,1.88,1.57,1.08,#NULL!,1.41,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.28,3.04,#NULL!,1,#NULL!,0.78,0.9,0.78,0.78,0.95,0.78,0.78,0.85,#NULL!,#NULL!,1.74,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.95,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
247,2,2014,Fall,10,,88,32.25,#NULL!,4,16,36,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,42,43,0,0,#NULL!,26,11,#NULL!,6,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,76,310,0,0,0,1,5,6,8,7,0,5,7,6,6,#NULL!,51,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0,#NULL!,1.11,#NULL!,2,1.2,1.62,1.63,1.41,1.04,#NULL!,0.78,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.88,2.49,#NULL!,0,0,0.7,0.78,0.9,0.85,#NULL!,0.7,0.85,0.78,0.78,#NULL!,1.71,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
